      Date,          T,          P,         Ep,          I,         Ea,       Dsum,         Db,        Dmp
2001-03-14,   7.590000,   4.800000,  54.900000,   0.000000,  55.400000, -51.100000, -51.100000,   0.000000
2001-03-15,  12.770000,   4.080000,  53.283691,   0.000000,  53.783691, -50.203691, -50.203691,   0.000000
2001-03-16,  12.674348,   3.600000,  51.667383,   0.000000,  52.167383, -49.067383, -49.067383,   0.000000
2001-03-17,  12.578696,   2.840000,  50.051074,   0.000000,  50.551074, -48.211074, -48.211074,   0.000000
2001-03-18,  12.483043,   3.910000,  48.434766,   0.000000,  48.934766, -45.524766, -45.524766,   0.000000
2001-03-19,  12.387391,   4.190000,  46.818457,   0.000000,  47.318457, -43.628457, -43.628457,   0.000000
2001-03-20,  12.291739,   4.880000,  45.202148,   0.000000,  45.702148, -41.322148, -41.322148,   0.000000
2001-03-21,  12.196087,   3.880000,  43.585840,   0.000000,  44.085840, -40.705840, -40.705840,   0.000000
2001-03-22,  12.100435,   4.460000,  41.969531,   0.000000,  42.469531, -38.509531, -38.509531,   0.000000
2001-03-23,  12.004783,   3.040000,  40.353223,   0.000000,  40.853223, -38.313223, -38.313223,   0.000000
2001-03-24,  11.909130,   3.220000,  38.800192,   0.000000,  39.305093, -36.589994, -36.589994,   0.000000
2001-03-25,  11.813478,   3.890000,  37.309780,   0.000000,  37.825068, -34.450357, -34.450357,   0.000000
2001-03-26,  11.717826,   2.950000,  35.819202,   0.000000,  36.345810, -33.922418, -33.922418,   0.000000
2001-03-27,  11.622174,   4.820000,  34.327781,   0.000000,  34.866714, -30.585648, -30.585648,   0.000000
2001-03-28,  11.526522,   4.460000,  32.834732,   0.000000,  33.387074, -29.479416, -29.479416,   0.000000
2001-03-29,  11.430870,   4.280000,  31.339154,   0.000000,  31.906071, -28.192987, -28.192987,   0.000000
2001-03-30,  11.335217,   4.340000,  29.840016,   0.000000,  30.422762, -26.665508, -26.665508,   0.000000
2001-03-31,  11.239565,   6.020000,  28.336145,   0.000000,  28.936068, -23.515991, -23.515991,   0.000000
2001-04-01,  11.143913,   3.530000,  26.826216,   0.000000,  27.444764, -24.533312, -24.533312,   0.000000
2001-04-02,  11.048261,   1.800000,  25.308736,   0.000000,  25.947462, -24.786188, -24.786188,   0.000000
2001-04-03,  10.952609,   4.200000,  23.782032,   0.000000,  24.442599, -20.903166, -20.903166,   0.000000
2001-04-04,  10.856957,   3.950000,  22.244235,   0.000000,  22.928424, -19.662613, -19.662613,   0.000000
2001-04-05,  10.761304,   3.480000,  20.693263,   0.000000,  21.402979, -18.632695, -18.632695,   0.000000
2001-04-06,  10.665652,   3.020000,  19.126808,   0.000000,  19.864085, -17.581363, -17.581363,   0.000000
2001-04-07,  10.570000,   3.560000,  17.542317,   0.000000,  18.309328, -15.516339, -15.516339,   0.000000
2001-04-08,  10.230000,   4.180000,  15.933214,   0.000000,  16.731495, -13.349777, -13.349777,   0.000000
2001-04-09,   9.890000,   3.500000,  14.296816,   0.000000,  15.127860, -12.458904, -12.458904,   0.000000
2001-04-10,   9.550000,   6.410000,  12.630478,   0.000000,  13.495714,  -7.950949,  -7.950949,   0.000000
2001-04-11,   9.210000,   3.040000,  10.931636,   0.000000,  11.832412,  -9.693188,  -9.693188,   0.000000
2001-04-12,   8.870000,   3.210000,   9.197847,   0.000000,  10.135416,  -7.862985,  -7.862985,   0.000000
2001-04-13,   8.530000,   1.710000,   7.426843,   0.000000,   8.402342,  -7.667841,  -7.667841,   0.000000
2001-04-14,   8.190000,   4.250000,   5.616572,   0.000000,   6.631005,  -3.395439,  -3.395439,   0.000000
2001-04-15,   7.850000,   1.980000,   3.765253,   0.000000,   4.819474,  -3.893695,  -3.893695,   0.000000
2001-04-16,   7.510000,   3.460000,   4.800181,   0.000000,   5.894876,  -3.529571,  -3.529571,   0.000000
2001-04-17,   7.170000,   3.720000,   5.858258,   0.000000,   6.993929,  -4.409600,  -4.409600,   0.000000
2001-04-18,   6.830000,   3.290000,   6.939523,   0.000000,   8.116472,  -6.003421,  -6.003421,   0.000000
2001-04-19,   6.490000,   5.740000,   8.043764,   0.000000,   9.262081,  -4.740398,  -4.740398,   0.000000
2001-04-20,   6.150000,   4.990000,   9.170506,   0.000000,  10.430053,  -6.699601,  -6.699601,   0.000000
2001-04-21,   6.950000,   5.320000,  10.341371,   0.000000,  11.650019,  -7.638667,  -7.638667,   0.000000
2001-04-22,   7.750000,   3.120000,  11.566159,   0.000000,  12.932874, -11.179588, -11.179588,   0.000000
2001-04-23,   8.550000,   5.130000,  12.856676,   0.000000,  14.291766, -10.596856, -10.596856,   0.000000
2001-04-24,   9.350000,   4.500000,  14.172656,   0.000000,  15.672656, -12.672656, -12.672656,   0.000000
2001-04-25,  10.150000,   4.770000,  15.276562,   0.000000,  16.776563, -13.506562, -13.506562,   0.000000
2001-04-26,  10.950000,   5.030000,  16.380469,   0.000000,  17.880469, -14.350469, -14.350469,   0.000000
2001-04-27,  11.750000,   3.090000,  17.484375,   0.000000,  18.984375, -17.394375, -17.394375,   0.000000
2001-04-28,  12.550000,   3.580000,  18.588281,   0.000000,  20.088281, -18.008281, -18.008281,   0.000000
2001-04-29,  13.350000,   4.860000,  19.692187,   0.000000,  21.192187, -17.832187, -17.832187,   0.000000
2001-04-30,  14.150000,   1.340000,  20.796094,   0.000000,  22.136094, -22.136094, -22.136094,   0.000000
2001-05-01,  14.950000,   5.510000,  21.900000,   0.000000,  23.400000, -19.390000, -19.390000,   0.000000
