      Date,          T,          P,         Ep,          I,         Ea,       Dsum,         Db,        Dmp,         Ve,         Vr,         Vb
2005-02-02,   4.834286,   2.110000,  17.685000,   0.000000,   6.548835,   0.000000,   0.000000,   0.000000,   9.894794,  19.561165,  76.000000
2005-02-03,   5.361429,   1.020000,  18.217188,   0.000000,   6.745907,   0.000000,   0.000000,   0.000000,   8.640451,  13.835258,  76.000000
2005-02-04,   5.888571,   2.650000,  18.749375,   0.000000,   6.942978,   0.000000,   0.000000,   0.000000,   8.956969,   9.542280,  76.000000
2005-02-05,   6.415714,   3.160000,  19.281562,   0.000000,   7.140050,   0.000000,   0.000000,   0.000000,   9.724349,   5.562230,  76.000000
2005-02-06,   6.942857,   4.230000,  19.813750,   0.000000,   7.337121,   0.000000,   0.000000,   0.000000,  10.000000,   2.455109,  76.000000
2005-02-07,   7.470000,   4.200000,  20.345938,   0.000000,   6.655109,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  76.000000
2005-02-08,   6.720000,   2.610000,  20.878125,   0.000000,   2.610000,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  76.000000
2005-02-09,   5.970000,   2.700000,  21.410312,   0.000000,   2.700000,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  76.000000
2005-02-10,   5.220000,   1.950000,  21.942500,   0.000000,   2.688311,   0.000000,   0.000000,   0.000000,   9.261689,   0.000000,  75.261689
2005-02-11,   4.470000,   1.580000,  22.474688,   0.000000,   2.747449,   0.000000,   0.000000,   0.000000,   8.094241,   0.000000,  74.094241
2005-02-12,   3.720000,   1.290000,  23.006875,   0.000000,   2.806587,   0.000000,   0.000000,   0.000000,   6.577654,   0.000000,  72.577654
2005-02-13,   2.970000,   4.950000,  23.539062,   0.000000,   4.950000,   0.000000,   0.000000,   0.000000,   8.661929,   0.000000,  72.577654
2005-02-14,   3.580000,   2.490000,  24.071250,   0.000000,   2.924863,   0.000000,   0.000000,   0.000000,   8.227066,   0.000000,  72.142791
2005-02-15,   4.190000,   2.560000,  24.603438,   0.000000,   2.984001,   0.000000,   0.000000,   0.000000,   7.803065,   0.000000,  71.718790
2005-02-16,   4.276667,   1.750000,  25.135625,   0.000000,   3.043139,   0.000000,   0.000000,   0.000000,   6.509925,   0.000000,  70.425650
2005-02-17,   4.363333,   3.780000,  25.667813,   0.000000,   3.780000,   0.000000,   0.000000,   0.000000,   7.187648,   0.000000,  70.425650
2005-02-18,   4.450000,   1.390000,  26.200000,   0.000000,   3.161416,   0.000000,   0.000000,   0.000000,   5.416232,   0.000000,  68.654235
2005-02-19,   4.536667,   2.790000,  28.714732,   0.000000,   3.440860,   0.000000,   0.000000,   0.000000,   4.765373,   0.000000,  68.003375
2005-02-20,   4.623333,   2.100000,  31.229464,   0.000000,   3.720303,   0.000000,   0.000000,   0.000000,   3.145069,   0.000000,  66.383072
2005-02-21,   4.710000,   3.390000,  33.744196,   0.000000,   3.999747,   0.000000,   0.000000,   0.000000,   2.535322,   0.000000,  65.773324
2005-02-22,   4.865417,   2.490000,  36.258929,   0.000000,   4.279191,   0.000000,   0.000000,   0.000000,   0.746131,   0.000000,  63.984133
2005-02-23,   5.020833,   1.820000,  38.773661,   0.000000,   4.558635,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  61.245498
2005-02-24,   5.176250,   2.970000,  41.288393,   0.000000,   4.838079,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  59.377419
2005-02-25,   5.331667,   3.430000,  43.803125,   0.000000,   5.117523,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  57.689896
2005-02-26,   5.487083,   3.070000,  46.317857,   0.000000,   5.396967,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  55.362929
2005-02-27,   5.642500,   3.300000,  48.832589,   0.000000,   5.676411,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  52.986518
2005-02-28,   5.797917,   2.370000,  51.347321,   0.000000,   5.955855,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  49.400664
2005-03-01,   5.953333,   1.640000,  53.862054,   0.000000,   6.235299,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  44.805365
2005-03-02,   6.108750,   1.330000,  56.376786,   0.000000,   6.514743,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  39.620622
2005-03-03,   6.264167,   1.640000,  58.891518,   0.000000,   1.640000,   0.000000,   0.000000,   0.000000,   1.390000,   0.000000,  39.620622
2005-03-04,   6.419583,   1.190000,  61.406250,   0.000000,   1.190000,   0.000000,   0.000000,   0.000000,   2.330000,   0.000000,  39.620622
2005-03-05,   6.575000,   0.270000,  63.920982,   0.000000,   0.270000,   0.000000,   0.000000,   0.000000,   2.350000,   0.000000,  39.620622
2005-03-06,   6.730417,   2.180000,  66.435714,   0.000000,   2.180000,   0.000000,   0.000000,   0.000000,   4.280000,   0.000000,  39.620622
2005-03-07,   6.885833,   1.600000,  68.950446,   0.000000,   1.600000,   0.000000,   0.000000,   0.000000,   5.630000,   0.000000,  39.620622
2005-03-08,   7.041250,   0.370000,  71.465179,   0.000000,   0.370000,   0.000000,   0.000000,   0.000000,   5.750000,   0.000000,  39.620622
2005-03-09,   7.196667,   2.460000,  73.979911,   0.000000,   2.460000,   0.000000,   0.000000,   0.000000,   7.960000,   0.000000,  39.620622
2005-03-10,   7.352083,   1.090000,  76.494643,   0.000000,   1.090000,   0.000000,   0.000000,   0.000000,   8.800000,   0.000000,  39.620622
2005-03-11,   7.507500,   2.050000,  79.009375,   0.000000,   2.050000,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  39.620622
2005-03-12,   7.662917,   2.730000,  81.524107,   0.000000,   2.730000,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  39.620622
2005-03-13,   7.818333,   2.130000,  84.038839,   0.000000,   2.130000,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  39.620622
2005-03-14,   7.973750,   3.140000,  86.553571,   0.000000,   3.140000,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  39.620622
2005-03-15,   8.129167,   0.770000,  89.068304,   0.000000,   0.770000,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  39.620622
2005-03-16,   8.284583,   2.400000,  91.583036,   0.000000,   2.400000,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  39.620622
2005-03-17,   8.440000,   1.320000,  94.097768,   0.000000,   1.320000,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  39.620622
2005-03-18,   8.595417,   1.130000,  96.967436,   0.000000,   2.381178,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  38.369445
2005-03-19,   8.750833,   1.420000, 100.060533,   0.000000,   2.671178,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  37.118267
2005-03-20,   8.906250,   1.690000, 103.236300,   0.000000,   2.941178,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  35.867090
2005-03-21,   9.061667,   2.060000, 106.504482,   0.000000,   3.311178,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  34.615912
2005-03-22,   9.217083,   0.830000, 109.876056,   0.000000,   2.081178,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  33.364735
2005-03-23,   9.372500,   2.900000, 113.363405,   0.000000,   4.151178,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  32.113557
2005-03-24,   9.527917,   2.470000, 116.980501,   0.000000,   3.512648,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  31.070909
2005-03-25,   9.683333,   0.460000, 120.743132,   0.000000,   1.085589,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  30.445320
2005-03-26,   9.838750,   3.490000, 124.669145,   0.000000,   4.115589,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  29.819732
2005-03-27,   9.994167,   3.900000, 128.778737,   0.000000,   4.525589,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  29.194143
2005-03-28,  10.149583,   3.180000, 133.094782,   0.000000,   3.805589,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  28.568554
2005-03-29,  10.305000,   1.820000, 137.643211,   0.000000,   2.445589,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  27.942965
2005-03-30,  10.460417,   0.930000, 142.453445,   0.000000,   1.555589,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  27.317377
2005-03-31,  10.615833,   3.050000, 147.558890,   0.000000,   3.675589,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  26.691788
2005-04-01,  10.771250,   1.600000, 152.997518,   0.000000,   2.225589,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  26.066199
2005-04-02,  10.926667,   3.220000, 158.812526,   0.000000,   3.845589,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  25.440610
2005-04-03,  11.082083,   2.210000, 165.053096,   0.000000,   2.835589,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  24.815021
2005-04-04,  11.237500,   2.980000, 171.775278,   0.000000,   3.605589,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  24.189433
2005-04-05,  11.392917,   2.360000, 179.043008,   0.000000,   2.985589,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  23.563844
2005-04-06,  11.548333,   2.710000, 186.929279,   0.000000,   3.335589,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  22.938255
2005-04-07,  11.703750,   2.010000, 195.517502,   0.000000,   2.635589,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  22.312666
2005-04-08,  11.859167,   3.790000, 204.903082,   0.000000,   4.415589,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  21.687078
2005-04-09,  12.014583,   2.130000, 215.195238,   0.000000,   2.755589,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  21.061489
2005-04-10,  12.170000,   2.400000, 226.519124,   0.000000,   2.608530,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  20.852959
2005-04-11,  19.130000,   3.880000, 244.267663,   0.000000,   3.880000,   0.000000,   0.000000,   0.000000,  10.000000,   0.000000,  20.852959
